GC,title,url,lat,lon,country,province/state,county,numfinds,numpage,,,
GC249G6,The Bug Cave,https://www.geocaching.com/geocache/GC249G6_the-bug-cave,N 43° 26.939,W 079° 57.308,Canada,Ontario,Halton,115,5,,,
GC2559P,Coniferous Cave,https://www.geocaching.com/geocache/GC2559P_coniferous-cave,N 49° 45.276,W 094° 28.943,Canada,Ontario,Kenora,158,7,,,
GC28Z88,"""Woman/Man Cave"" Cache",https://www.geocaching.com/geocache/GC28Z88_womanman-cave-cache,N 42° 56.179,W 079° 14.081,Canada,Ontario,Niagara,85,4,,,
GC2BA4A,Keebler's Cave,https://www.geocaching.com/geocache/GC2BA4A_keeblers-cave,N 46° 32.116,W 084° 18.338,Canada,Ontario,Algoma,67,3,,,
GC2D8GA,Snakes Head Cave,https://www.geocaching.com/geocache/GC2D8GA_snakes-head-cave,N 44° 32.977,W 080° 57.058,Canada,Ontario,Grey,16,1,,,
GC2DKQ4,Cave Cache,https://www.geocaching.com/geocache/GC2DKQ4_cave-cache,N 49° 42.182,W 093° 47.406,Canada,Ontario,Kenora,2,1,,,
GC2F7VG,Cave Mans Cache,https://www.geocaching.com/geocache/GC2F7VG_cave-mans-cache,N 44° 33.304,W 080° 57.155,Canada,Ontario,Grey,24,1,,,
GC2FG8P,Bear Cave,https://www.geocaching.com/geocache/GC2FG8P_bear-cave,N 42° 58.434,W 082° 20.857,Canada,Ontario,Lambton,123,5,,,
GC2GRMJ,Rock and Roll Cave,https://www.geocaching.com/geocache/GC2GRMJ_rock-and-roll-cave,N 43° 25.812,W 080° 24.314,Canada,Ontario,Waterloo,71,3,,,
GC2JXQN,Splash Cave Cache,https://www.geocaching.com/geocache/GC2JXQN_splash-cave-cache,N 43° 00.285,W 082° 24.731,Canada,Ontario,Lambton,47,2,,,
GC3005P,Restin' in Deadman's Cave,https://www.geocaching.com/geocache/GC3005P_restin-in-deadmans-cave,N 44° 54.707,W 076° 01.509,Canada,Ontario,Lanark,127,6,,,
GC31V6C,NOG - Cache Cave,https://www.geocaching.com/geocache/GC31V6C_nog-cache-cave,N 46° 27.455,W 080° 54.499,Canada,Ontario,Greater Sudbury / Grand Sudbury,14,1,,,
GC34416,A little cave for a cache,https://www.geocaching.com/geocache/GC34416_a-little-cave-for-a-cache,N 44° 12.709,W 080° 03.848,Canada,Ontario,Dufferin,74,3,,,
GC35Z0E,"To the Bat Cave, Robin...",https://www.geocaching.com/geocache/GC35Z0E_to-the-bat-cave-robin,N 43° 15.108,W 080° 21.251,Canada,Ontario,Brant,13,1,,,
GC3GAEV,Comfortable Cave,https://www.geocaching.com/geocache/GC3GAEV_comfortable-cave,N 44° 23.632,W 079° 44.012,Canada,Ontario,Simcoe,39,2,,,
GC3HQHT,Big Boot Root Cave; Hope The Water is Not to Low,https://www.geocaching.com/geocache/GC3HQHT_big-boot-root-cave-hope-the-water-is-not-to-low,N 42° 36.100,W 080° 29.566,Canada,Ontario,Haldimand-Norfolk,3,1,,,
GC3J9N1,Dads Cache in a Cave,https://www.geocaching.com/geocache/GC3J9N1_dads-cache-in-a-cave,N 43° 38.041,W 079° 58.249,Canada,Ontario,Halton,164,7,,,
GC3JEQA,Daniel's Limehouse Cave Cache,https://www.geocaching.com/geocache/GC3JEQA_daniels-limehouse-cave-cache,N 43° 38.051,W 079° 58.494,Canada,Ontario,Halton,224,9,,,
GC3THWG,Cave Inn,https://www.geocaching.com/geocache/GC3THWG_cave-inn,N 48° 08.675,W 080° 03.100,Canada,Ontario,Timiskaming,35,2,,,
GC4CR8Y,Cool Cave,https://www.geocaching.com/geocache/GC4CR8Y_cool-cave,N 47° 23.044,W 079° 41.269,Canada,Ontario,Timiskaming,24,1,,,
GC4GM4Q,Boggy hand cave.,https://www.geocaching.com/geocache/GC4GM4Q_boggy-hand-cave,N 49° 23.841,W 091° 36.687,Canada,Ontario,Kenora,13,1,,,
GC4M7P4,Cave Dweller (Rockwood),https://www.geocaching.com/geocache/GC4M7P4_cave-dweller-rockwood,N 43° 36.723,W 080° 08.378,Canada,Ontario,Wellington,157,7,,,
GC4MPM7,Minion Cave,https://www.geocaching.com/geocache/GC4MPM7_minion-cave,N 44° 30.782,W 078° 18.399,Canada,Ontario,Peterborough,32,2,,,
GC53K3Y,Looking for the cave?,https://www.geocaching.com/geocache/GC53K3Y_looking-for-the-cave,N 44° 50.610,W 077° 07.167,Canada,Ontario,Frontenac,10,1,,,
GC5706R,COG10 - Land of the Cave Dweller Professor,https://www.geocaching.com/geocache/GC5706R_cog10-land-of-the-cave-dweller-professor,N 44° 00.880,W 079° 48.440,Canada,Ontario,Simcoe,116,5,,,
GC57YHW,Do You Like Spelunking? - Olmsted Cave,https://www.geocaching.com/geocache/GC57YHW_do-you-like-spelunking-olmsted-cave,N 43° 11.073,W 079° 47.727,Canada,Ontario,Hamilton,81,4,,,
GC57YTN,Olmsted Cave CITO,https://www.geocaching.com/geocache/GC57YTN_olmsted-cave-cito,N 43° 11.073,W 079° 47.727,Canada,Ontario,Hamilton,32,2,,,
GC58DT5,"A mini Cave, A mini Cache",https://www.geocaching.com/geocache/GC58DT5_a-mini-cave-a-mini-cache,N 44° 29.480,W 075° 48.985,Canada,Ontario,Leeds and Grenville,61,3,,,
GC5A7VJ,Wolf Cave on McCrae,https://www.geocaching.com/geocache/GC5A7VJ_wolf-cave-on-mccrae,N 44° 55.607,W 079° 49.096,Canada,Ontario,Muskoka,10,1,,,
GC5W66Z,Cave of Doom!,https://www.geocaching.com/geocache/GC5W66Z_cave-of-doom,N 43° 50.113,W 079° 35.846,Canada,Ontario,York (Ontario),143,6,,,
GC5WXZ3,Cave Light (May need Rubber boots),https://www.geocaching.com/geocache/GC5WXZ3_cave-light-may-need-rubber-boots,N 43° 31.377,W 080° 29.583,Canada,Ontario,Waterloo,74,3,,,
GC5X4Q2,Nananananana Bass Cave!,https://www.geocaching.com/geocache/GC5X4Q2_nananananana-bass-cave,N 42° 52.140,W 079° 00.035,Canada,Ontario,Niagara,21,1,,,
GC6222W,Hulks Cave,https://www.geocaching.com/geocache/GC6222W_hulks-cave,N 45° 23.133,W 080° 05.109,Canada,Ontario,Parry Sound,12,1,,,
GC6471Z,Cache in a Cave in a Tree Stump on Fife Road,https://www.geocaching.com/geocache/GC6471Z_cache-in-a-cave-in-a-tree-stump-on-fife-road,N 43° 29.244,W 080° 18.693,Canada,Ontario,Wellington,117,5,,,
GC65DN8,The Benevolent Flame That Left the Cave of Shadows,https://www.geocaching.com/geocache/GC65DN8_the-benevolent-flame-that-left-the-cave-of-shadows,N 42° 58.678,W 081° 16.477,Canada,Ontario,Middlesex,9,1,,,
GC66KFT,Cave of Frozen Memories,https://www.geocaching.com/geocache/GC66KFT_cave-of-frozen-memories,N 42° 55.065,W 081° 17.792,Canada,Ontario,Middlesex,24,1,,,
GC67DHF,Droopy Fruit Cave,https://www.geocaching.com/geocache/GC67DHF_droopy-fruit-cave,N 42° 56.350,W 081° 16.084,Canada,Ontario,Middlesex,17,1,,,
GC6J45R,Caerbannog Guardian of Cave,https://www.geocaching.com/geocache/GC6J45R_caerbannog-guardian-of-cave,N 43° 24.781,W 080° 32.732,Canada,Ontario,Waterloo,47,2,,,
GC6Q8RG,Bat cave,https://www.geocaching.com/geocache/GC6Q8RG_bat-cave,N 44° 22.092,W 075° 59.766,Canada,Ontario,Leeds and Grenville,95,4,,,
GC6ZEGW,Curdled Cave,https://www.geocaching.com/geocache/GC6ZEGW_curdled-cave,N 43° 12.600,W 079° 58.000,Canada,Ontario,Hamilton,33,2,,,
GC77C9R,Nexus Cave,https://www.geocaching.com/geocache/GC77C9R_nexus-cave,N 43° 11.075,W 079° 48.103,Canada,Ontario,Hamilton,66,3,,,
GC78DEV,cave,https://www.geocaching.com/geocache/GC78DEV_cave,N 45° 20.685,W 075° 45.125,Canada,Ontario,Ottawa,30,2,,,
GC78WZT,Batman in his cave,https://www.geocaching.com/geocache/GC78WZT_batman-in-his-cave,N 43° 10.690,W 080° 15.205,Canada,Ontario,Brant,1,1,,,
GC7KQYW,The Bat Cave,https://www.geocaching.com/geocache/GC7KQYW_the-bat-cave,N 44° 30.977,W 075° 50.647,Canada,Ontario,Leeds and Grenville,7,1,,,
GC7PBCG,An Old River Cave,https://www.geocaching.com/geocache/GC7PBCG_an-old-river-cave,N 44° 23.868,W 075° 55.265,Canada,Ontario,Leeds and Grenville,16,1,,,
GC7YQ6C,Mini Monster Cave,https://www.geocaching.com/geocache/GC7YQ6C_mini-monster-cave,N 48° 28.905,W 081° 19.450,Canada,Ontario,Cochrane,11,1,,,
GC883VQ,Bat Cave Cache Stash,https://www.geocaching.com/geocache/GC883VQ_bat-cave-cache-stash,N 46° 09.557,W 081° 44.924,Canada,Ontario,Sudbury,3,1,,,
GCG4TP,The MayFair Mine in May,https://www.geocaching.com/geocache/GCG4TP_the-mayfair-mine-in-may,N 47° 20.731,W 079° 38.627,Canada,Ontario,Timiskaming,44,2,,,
GCK1KP,"This Cache is ""Mine""",https://www.geocaching.com/geocache/GCK1KP_this-cache-is-mine,N 47° 39.680,W 080° 42.061,Canada,Ontario,Timiskaming,23,1,,,
GCK93F,Up the Old Mumford Road (Richardson Mine),https://www.geocaching.com/geocache/GCK93F_up-the-old-mumford-road-richardson-mine,N 45° 03.374,W 078° 11.505,Canada,Ontario,Haliburton,32,2,,,
GCKKE4,Tribag Mine (Copper Mine) Batchawana,https://www.geocaching.com/geocache/GCKKE4_tribag-mine-copper-mine-batchawana,N 47° 05.192,W 084° 30.560,Canada,Ontario,Algoma,17,1,,,
GCTNHJ,EOGF009 - Long Lake Zinc Mine,https://www.geocaching.com/geocache/GCTNHJ_eogf009-long-lake-zinc-mine,N 44° 41.382,W 076° 46.261,Canada,Ontario,Frontenac,19,1,,,
GCV1BH,EOGCC006 - The Marmora Mine,https://www.geocaching.com/geocache/GCV1BH_eogcc006-the-marmora-mine,N 44° 28.848,W 077° 39.700,Canada,Ontario,Hastings,169,7,,,
GCV1BN,EOGCC008 - Ontario’s First Gold Mine,https://www.geocaching.com/geocache/GCV1BN_eogcc008-ontarios-first-gold-mine,N 44° 35.196,W 077° 31.386,Canada,Ontario,Hastings,66,3,,,
GCV1BW,EOGCC010 - Deloro Mine Site,https://www.geocaching.com/geocache/GCV1BW_eogcc010-deloro-mine-site,N 44° 30.569,W 077° 37.420,Canada,Ontario,Hastings,7,1,,,
GCW1Y9,Mine/Manitou Landing Cache,https://www.geocaching.com/geocache/GCW1Y9_minemanitou-landing-cache,N 46° 57.821,W 080° 01.148,Canada,Ontario,Nipissing,29,2,,,
GCYMAX,Blue Rock Mine,https://www.geocaching.com/geocache/GCYMAX_blue-rock-mine,N 44° 56.032,W 078° 14.763,Canada,Ontario,Haliburton,15,1,,,
GCZRC1,Stringer's Road Mine Ruins Cache,https://www.geocaching.com/geocache/GCZRC1_stringers-road-mine-ruins-cache,N 48° 26.173,W 081° 10.486,Canada,Ontario,Cochrane,20,1,,,
GC10RBC,will you be mine??,https://www.geocaching.com/geocache/GC10RBC_will-you-be-mine,N 43° 14.348,W 079° 57.552,Canada,Ontario,Hamilton,12,1,,,
GC15VGE,EOGCC010 - Deloro Mine Site,https://www.geocaching.com/geocache/GC15VGE_eogcc010-deloro-mine-site,N 44° 30.569,W 077° 37.420,Canada,Ontario,Hastings,10,1,,,
GC1GMB4,Marmora Mine Lookout,https://www.geocaching.com/geocache/GC1GMB4_marmora-mine-lookout,N 44° 28.891,W 077° 39.525,Canada,Ontario,Hastings,134,6,,,
GC1H67P,Mica Mine Engine,https://www.geocaching.com/geocache/GC1H67P_mica-mine-engine,N 44° 33.303,W 076° 22.514,Canada,Ontario,Frontenac,26,2,,,
GC1JCJN,Mine rocks,https://www.geocaching.com/geocache/GC1JCJN_mine-rocks,N 46° 51.007,W 081° 02.364,Canada,Ontario,Greater Sudbury / Grand Sudbury,1,1,,,
GC1RAH1,Mine your own Business,https://www.geocaching.com/geocache/GC1RAH1_mine-your-own-business,N 45° 09.947,W 077° 49.159,Canada,Ontario,Hastings,5,1,,,
GC1RYXN,Schumacher Mine - Mill,https://www.geocaching.com/geocache/GC1RYXN_schumacher-mine-mill,N 48° 28.583,W 081° 18.383,Canada,Ontario,Cochrane,71,3,,,
GC1VF70,Sag Lake Cache - Part IV - Kelsey's Gold Mine,https://www.geocaching.com/geocache/GC1VF70_sag-lake-cache-part-iv-kelseys-gold-mine,N 46° 00.883,W 079° 58.404,Canada,Ontario,Parry Sound,6,1,,,
GC1XKP5,McIntyre Mine Park,https://www.geocaching.com/geocache/GC1XKP5_mcintyre-mine-park,N 48° 28.761,W 081° 17.898,Canada,Ontario,Cochrane,91,4,,,
GC22YYD,Mine's Broken,https://www.geocaching.com/geocache/GC22YYD_mines-broken,N 43° 19.035,W 079° 53.607,Canada,Ontario,Halton,265,11,,,
GC23610,All Your Jewels Is Mine!,https://www.geocaching.com/geocache/GC23610_all-your-jewels-is-mine,N 43° 16.406,W 079° 53.622,Canada,Ontario,Hamilton,73,3,,,
GC24GPN,RT5 Dat-a-Mine,https://www.geocaching.com/geocache/GC24GPN_rt5-datamine,N 45° 12.395,W 075° 52.221,Canada,Ontario,Ottawa,217,9,,,
GC28HAT,Make Mine a Double Double #1,https://www.geocaching.com/geocache/GC28HAT_make-mine-a-double-double-1,N 43° 58.103,W 078° 11.320,Canada,Ontario,Northumberland (Ontario),131,6,,,
GC28HB7,Make Mine a Double Double #2,https://www.geocaching.com/geocache/GC28HB7_make-mine-a-double-double-2,N 44° 01.178,W 077° 54.055,Canada,Ontario,Northumberland (Ontario),449,18,,,
GC2W3PW,McKinley Darragh Mill Site Mine Site #3,https://www.geocaching.com/geocache/GC2W3PW_mckinley-darragh-mill-site-mine-site-3,N 47° 23.259,W 079° 41.473,Canada,Ontario,Timiskaming,70,3,,,
GC2W702,THIS LITTLE LIGHT OF MINE,https://www.geocaching.com/geocache/GC2W702_this-little-light-of-mine,N 46° 18.895,W 080° 20.831,Canada,Ontario,Sudbury,16,1,,,
GC2W9G8,Nova Scotia Mill Mine Site #17,https://www.geocaching.com/geocache/GC2W9G8_nova-scotia-mill-mine-site-17,N 47° 23.205,W 079° 39.709,Canada,Ontario,Timiskaming,51,3,,,
GC2Y8AW,Crown Reserve Mine Site #18,https://www.geocaching.com/geocache/GC2Y8AW_crown-reserve-mine-site-18,N 47° 22.503,W 079° 39.559,Canada,Ontario,Timiskaming,18,1,,,
GC2YKDM,Townsite Headframe/Glory Hole Mine Sites 1&2,https://www.geocaching.com/geocache/GC2YKDM_townsite-headframeglory-hole-mine-sites-12,N 47° 23.540,W 079° 41.487,Canada,Ontario,Timiskaming,94,4,,,
GC2YKP7,Pan Silver Headframe/Visitor Centre Mine Site #14,https://www.geocaching.com/geocache/GC2YKP7_pan-silver-headframevisitor-centre-mine-site-14,N 47° 23.734,W 079° 41.122,Canada,Ontario,Timiskaming,38,2,,,
GC31BDB,Griffiths Mine,https://www.geocaching.com/geocache/GC31BDB_griffiths-mine,N 50° 48.925,W 093° 23.471,Canada,Ontario,Kenora,15,1,,,
GC3273R,"I'll show you mine, if you show me yours?",https://www.geocaching.com/geocache/GC3273R_ill-show-you-mine-if-you-show-me-yours,N 44° 10.784,W 080° 48.487,Canada,Ontario,Grey,14,1,,,
GC32GX7,"""Mine"" your surroundings",https://www.geocaching.com/geocache/GC32GX7_mine-your-surroundings,N 47° 39.002,W 080° 48.793,Canada,Ontario,Timiskaming,3,1,,,
GC36FR4,Along Denison Mine Road,https://www.geocaching.com/geocache/GC36FR4_along-denison-mine-road,N 46° 29.857,W 082° 36.985,Canada,Ontario,Algoma,27,2,,,
GC37KC9,Make Mine a Double Double #3,https://www.geocaching.com/geocache/GC37KC9_make-mine-a-double-double-3,N 43° 58.178,W 078° 12.243,Canada,Ontario,Northumberland (Ontario),243,10,,,
GC39CCW,Those Rotten Dogs of Mine,https://www.geocaching.com/geocache/GC39CCW_those-rotten-dogs-of-mine,N 43° 55.658,W 078° 50.000,Canada,Ontario,Durham,60,3,,,
GC3AH05,KERR MINE,https://www.geocaching.com/geocache/GC3AH05_kerr-mine,N 48° 08.147,W 079° 34.992,Canada,Ontario,Timiskaming,22,1,,,
GC3FJVG,Sawmill Road Iron Mine,https://www.geocaching.com/geocache/GC3FJVG_sawmill-road-iron-mine,N 42° 42.140,W 080° 54.579,Canada,Ontario,Elgin,112,5,,,
GC3MPJB,MICRO MINE,https://www.geocaching.com/geocache/GC3MPJB_micro-mine,N 48° 08.460,W 079° 34.550,Canada,Ontario,Timiskaming,42,2,,,
GC3NJQ5,Haviland Mine Cache,https://www.geocaching.com/geocache/GC3NJQ5_haviland-mine-cache,N 46° 28.492,W 083° 42.234,Canada,Ontario,Algoma,19,1,,,
GC3P71C,Glagoma abandoned mine,https://www.geocaching.com/geocache/GC3P71C_glagoma-abandoned-mine,N 46° 17.397,W 083° 12.285,Canada,Ontario,Algoma,58,3,,,
GC3P79F,Gould abandoned copper mine,https://www.geocaching.com/geocache/GC3P79F_gould-abandoned-copper-mine,N 46° 31.032,W 083° 26.235,Canada,Ontario,Algoma,13,1,,,
GC3QXA5,Old Kamiskotia mine,https://www.geocaching.com/geocache/GC3QXA5_old-kamiskotia-mine,N 48° 35.458,W 081° 36.466,Canada,Ontario,Cochrane,15,1,,,
GC3VCCV,blue sky mine,https://www.geocaching.com/geocache/GC3VCCV_blue-sky-mine,N 46° 38.054,W 082° 45.769,Canada,Ontario,Algoma,1,1,,,
GC3VG4Z,Mine your Business,https://www.geocaching.com/geocache/GC3VG4Z_mine-your-business,N 47° 40.277,W 080° 44.415,Canada,Ontario,Timiskaming,11,1,,,
GC3W0YF,Mine Mill Campgrounds,https://www.geocaching.com/geocache/GC3W0YF_mine-mill-campgrounds,N 46° 26.029,W 080° 54.719,Canada,Ontario,Greater Sudbury / Grand Sudbury,46,2,,,
GC3WF5B,Bruce Mines Mine Trail Series,https://www.geocaching.com/geocache/GC3WF5B_bruce-mines-mine-trail-series,N 46° 17.996,W 083° 46.578,Canada,Ontario,Algoma,12,1,,,
GC3WF6R,Wellington Mine,https://www.geocaching.com/geocache/GC3WF6R_wellington-mine,N 46° 18.360,W 083° 46.369,Canada,Ontario,Algoma,17,1,,,
GC3WF81,Havilah Gold Mine,https://www.geocaching.com/geocache/GC3WF81_havilah-gold-mine,N 46° 28.479,W 083° 42.363,Canada,Ontario,Algoma,28,2,,,
GC41GZE,Diamond Mine 1,https://www.geocaching.com/geocache/GC41GZE_diamond-mine-1,N 43° 13.637,W 079° 54.420,Canada,Ontario,Hamilton,158,7,,,
GC421J1,Diamond Mine 2,https://www.geocaching.com/geocache/GC421J1_diamond-mine-2,N 43° 14.347,W 079° 54.103,Canada,Ontario,Hamilton,140,6,,,
GC42G9X,Park Mine Here at the North End!,https://www.geocaching.com/geocache/GC42G9X_park-mine-here-at-the-north-end,N 44° 50.361,W 079° 12.762,Canada,Ontario,Muskoka,53,3,,,
GC449GH,Diamond Mine 3,https://www.geocaching.com/geocache/GC449GH_diamond-mine-3,N 43° 11.653,W 079° 52.930,Canada,Ontario,Hamilton,149,6,,,
GC44TC4,Diamond Mine 5,https://www.geocaching.com/geocache/GC44TC4_diamond-mine-5,N 43° 11.762,W 079° 52.611,Canada,Ontario,Hamilton,90,4,,,
GC44V98,Diamond Mine 4,https://www.geocaching.com/geocache/GC44V98_diamond-mine-4,N 43° 12.968,W 079° 54.109,Canada,Ontario,Hamilton,121,5,,,
GC450J3,Diamond Mine 6,https://www.geocaching.com/geocache/GC450J3_diamond-mine-6,N 43° 12.535,W 079° 53.264,Canada,Ontario,Hamilton,195,8,,,
GC46T4D,Candy Cache: Be Mine,https://www.geocaching.com/geocache/GC46T4D_candy-cache-be-mine,N 44° 05.453,W 078° 33.533,Canada,Ontario,Kawartha Lakes,42,2,,,
GC47EFB,Diamond Mine 7,https://www.geocaching.com/geocache/GC47EFB_diamond-mine-7,N 43° 11.354,W 079° 52.966,Canada,Ontario,Hamilton,50,2,,,
GC4DRF7,This Little Light of Mine,https://www.geocaching.com/geocache/GC4DRF7_this-little-light-of-mine,N 43° 36.686,W 080° 07.474,Canada,Ontario,Wellington,38,2,,,
GC4HW4Y,Make Mine a Double Double Winchester,https://www.geocaching.com/geocache/GC4HW4Y_make-mine-a-double-double-winchester,N 45° 05.165,W 075° 22.485,Canada,Ontario,"Stormont, Dundas and Glengarry",26,2,,,
GC4HWT8,This Little Light of Mine,https://www.geocaching.com/geocache/GC4HWT8_this-little-light-of-mine,N 46° 05.897,W 077° 29.376,Canada,Ontario,Renfrew,35,2,,,
GC4JM4D,Pater Mine,https://www.geocaching.com/geocache/GC4JM4D_pater-mine,N 46° 12.432,W 082° 38.939,Canada,Ontario,Algoma,54,3,,,
GC4RW2P,The Diamond Mine,https://www.geocaching.com/geocache/GC4RW2P_the-diamond-mine,N 45° 22.226,W 075° 37.883,Canada,Ontario,Ottawa,140,6,,,
GC4RWMN,Diamond Mine II,https://www.geocaching.com/geocache/GC4RWMN_diamond-mine-ii,N 45° 21.173,W 075° 35.546,Canada,Ontario,Ottawa,81,4,,,
GC4TAF1,Diamond Mine III,https://www.geocaching.com/geocache/GC4TAF1_diamond-mine-iii,N 45° 16.157,W 076° 48.649,Canada,Ontario,Renfrew,69,3,,,
GC591EZ,FTK: Mine Mine Mine,https://www.geocaching.com/geocache/GC591EZ_ftk-mine-mine-mine,N 43° 23.091,W 079° 51.611,Canada,Ontario,Halton,137,6,,,
GC5A17X,Gold Mine Hike,https://www.geocaching.com/geocache/GC5A17X_gold-mine-hike,N 44° 52.757,W 077° 04.202,Canada,Ontario,Frontenac,2,1,,,
GC5CR51,This Little LIGHT of Mine,https://www.geocaching.com/geocache/GC5CR51_this-little-light-of-mine,N 43° 22.782,W 080° 17.940,Canada,Ontario,Waterloo,88,4,,,
GC5H439,Edith is a friend of mine.,https://www.geocaching.com/geocache/GC5H439_edith-is-a-friend-of-mine,N 43° 07.161,W 080° 17.647,Canada,Ontario,Brant,15,1,,,
GC5HKX3,I Gotta Get Mine,https://www.geocaching.com/geocache/GC5HKX3_i-gotta-get-mine,N 43° 13.613,W 079° 45.062,Canada,Ontario,Hamilton,70,3,,,
GC5YM5E,this little light of Mine,https://www.geocaching.com/geocache/GC5YM5E_this-little-light-of-mine,N 45° 04.117,W 075° 38.967,Canada,Ontario,Ottawa,39,2,,,
GC5ZK9H,Purdy Mica Mine,https://www.geocaching.com/geocache/GC5ZK9H_purdy-mica-mine,N 46° 19.033,W 078° 54.340,Canada,Ontario,Nipissing,1,1,,,
GC61M9F,This Little Light of Mine,https://www.geocaching.com/geocache/GC61M9F_this-little-light-of-mine,N 43° 13.184,W 079° 38.309,Canada,Ontario,Hamilton,78,4,,,
GC680WM,Grand River Torrance Gypsum Mine,https://www.geocaching.com/geocache/GC680WM_grand-river-torrance-gypsum-mine,N 43° 10.629,W 080° 21.315,Canada,Ontario,Brant,80,4,,,
GC6E81P,Sweet Child O' Mine,https://www.geocaching.com/geocache/GC6E81P_sweet-child-o-mine,N 45° 15.730,W 075° 26.052,Canada,Ontario,Ottawa,70,3,,,
GC6GWG4,gold mine,https://www.geocaching.com/geocache/GC6GWG4_gold-mine,N 48° 28.605,W 081° 18.353,Canada,Ontario,Cochrane,28,2,,,
GC6T8B5,Look at all this old mine stuff!,https://www.geocaching.com/geocache/GC6T8B5_look-at-all-this-old-mine-stuff,N 47° 23.871,W 079° 40.890,Canada,Ontario,Timiskaming,32,2,,,
GC6VJGM,Adams Mine Rd and 112 Cache,https://www.geocaching.com/geocache/GC6VJGM_adams-mine-rd-and-112-cache,N 48° 04.375,W 080° 02.065,Canada,Ontario,Timiskaming,13,1,,,
GC6XWQV,Is It Ok If I Call You Mine?,https://www.geocaching.com/geocache/GC6XWQV_is-it-ok-if-i-call-you-mine,N 43° 32.745,W 079° 40.224,Canada,Ontario,Peel,57,3,,,
GC76YNK,Milliken Mine Road Cache,https://www.geocaching.com/geocache/GC76YNK_milliken-mine-road-cache,N 46° 24.087,W 082° 39.289,Canada,Ontario,Algoma,12,1,,,
GC7794B,The Diamond Mine,https://www.geocaching.com/geocache/GC7794B_the-diamond-mine,N 43° 43.870,W 079° 17.960,Canada,Ontario,Toronto,9,1,,,
GC7C7VV,TSTBR - The Old Marble Mine,https://www.geocaching.com/geocache/GC7C7VV_tstbr-the-old-marble-mine,N 45° 19.006,W 077° 13.447,Canada,Ontario,Renfrew,2,1,,,
GC7C7WA,TSTBR - The Mine Forks,https://www.geocaching.com/geocache/GC7C7WA_tstbr-the-mine-forks,N 45° 19.191,W 077° 13.130,Canada,Ontario,Renfrew,2,1,,,
GC7Q0X2,Panel Mine Road #1,https://www.geocaching.com/geocache/GC7Q0X2_panel-mine-road-1,N 46° 30.150,W 082° 38.689,Canada,Ontario,Algoma,5,1,,,
GC7Q0XP,Panel Mine Road #2,https://www.geocaching.com/geocache/GC7Q0XP_panel-mine-road-2,N 46° 30.224,W 082° 38.425,Canada,Ontario,Algoma,1,1,,,
GC7Q0YB,Panel Mine Road #3,https://www.geocaching.com/geocache/GC7Q0YB_panel-mine-road-3,N 46° 30.230,W 082° 38.047,Canada,Ontario,Algoma,1,1,,,
GC7Q0YQ,Panel Mine Road #4,https://www.geocaching.com/geocache/GC7Q0YQ_panel-mine-road-4,N 46° 30.223,W 082° 37.645,Canada,Ontario,Algoma,2,1,,,
GC7Q0Z9,Panel Mine Road #5,https://www.geocaching.com/geocache/GC7Q0Z9_panel-mine-road-5,N 46° 30.265,W 082° 37.477,Canada,Ontario,Algoma,2,1,,,
GC7Q0ZW,Panel Mine Road #6,https://www.geocaching.com/geocache/GC7Q0ZW_panel-mine-road-6,N 46° 30.590,W 082° 37.107,Canada,Ontario,Algoma,2,1,,,
